fiscal_year,employer,initial_approvals,initial_denials,continuing_approvals,continuing_denials,total_approvals,total_denials,total_petitions,sector,description,state,zip,county_name,county_fips
2010,ANESTHESIOLOGIST ASSO OF HAYS PA,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2010,SUBSTANCE ABUSE CTR OF KANSAS INC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67203,Sedgwick,20173
2010,PREFERRED MEDICAL ASSO AN ENTITY V,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2010,PROGRESSIVE HOME HEALTH & HOSPICE,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67226,Sedgwick,20173
2010,FRANK COMMUNICATIONS OF HAYS INC,1,0,0,0,1,0,1,33,Manufacturing,KS,67601,Ellis,20051
2010,MERCY REGIONAL HEALTH CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2010,C D L ELECTRICAL COMPANY INC,0,0,1,0,1,0,1,99,Unknown,KS,66762,Crawford,20037
2010,KUMAR CONSULTING P A,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2010,THE GREAT PLAINS LABORATORY INC,0,0,1,1,1,1,2,62,Health Care and Social Assistance,KS,66214,Johnson,20091
2010,KC TOOLS LLC,1,0,0,0,1,0,1,99,Unknown,KS,66062,Johnson,20091
2010,GEO SVCS INC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,67206,Sedgwick,20173
2010,SAICON CONSULTANTS INC,5,1,18,3,23,4,27,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2010,SECURITY BENEFIT CORP,2,0,0,0,2,0,2,52,Finance and Insurance,KS,,,
2010,THE UNIVERSITY OF KANSAS HOSPITAL,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2010,UNIVERSITY OF KANSAS HOSPITAL,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66216,Johnson,20091
2010,KANSAS MEDICAL CLINIC P A,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2010,INFOSOFT INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2010,INFOSOFT INC,0,0,9,1,9,1,10,56,"Administrative, Support, and Other Services",KS,66211,Johnson,20091
2010,CLARK REAL ESTATE LLC,0,0,1,0,1,0,1,53,Real Estate and Rental and Leasing,KS,66207,Johnson,20091
2010,BDM INC,0,0,1,0,1,0,1,99,Unknown,KS,66016,Atchison,20005
2010,FORT HAYS STATE UNIV,4,0,1,0,5,0,5,61,Educational Services,KS,67601,Ellis,20051
2010,INTOUCH SOLUTIONS INC,2,1,3,1,5,2,7,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2010,HONG KONG BUFFET INC,0,1,0,0,0,1,1,72,Accommodation and Food Services,KS,67401,Saline,20169
2010,COMPASS IT CONSULTING,0,0,3,2,3,2,5,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2010,UNITED IMAGING CONSULTANTS LLC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66202,Johnson,20091
2010,REMOTE COMPUTING SYSTEMS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67207,Sedgwick,20173
2010,EXPERTS INC,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2010,FREIGHTQUOTE COM,0,0,1,0,1,0,1,48,Transportation and Warehousing,KS,66219,Johnson,20091
2010,MOGUL STAFFING SOLUTIONS LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66048,Leavenworth,20103
2010,MOGUL STAFFING SOLUTIONS LLC,0,1,1,0,1,1,2,54,"Professional, Scientific, and Technical Services",KS,66048,Leavenworth,20103
2010,ZENINFOTECH LLC,11,2,12,7,23,9,32,54,"Professional, Scientific, and Technical Services",KS,66203,Johnson,20091
2010,GREAT PLAINS OF PHILLIPS COUNTY IN,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,67661,Phillips,20147
2010,SMITH COUNTY MEMORIAL HOSPITAL,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66967,Smith,20183
2010,CHEYENNE COUNTY HOSPITAL,0,0,2,0,2,0,2,62,Health Care and Social Assistance,KS,67756,Cheyenne,20023
2010,KIOWA COUNTY MEMORIAL HOSPITAL,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,67054,Kiowa,20097
2010,GREAT PLAINS OF REPUBLIC COUNTY,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66935,Republic,20157
2010,LODGEWORKS L P,1,0,0,0,1,0,1,72,Accommodation and Food Services,KS,67226,Sedgwick,20173
2010,SHERATON OVERLAND PARK HOTEL,0,0,1,0,1,0,1,72,Accommodation and Food Services,KS,66211,Johnson,20091
2010,YRC LOGISTICS SERVICES INC,0,0,1,0,1,0,1,48,Transportation and Warehousing,KS,66211,Johnson,20091
2010,TVN SYSTEMS INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66046,Douglas,20045
2010,EZ2 TECHNOLOGIES INC,0,0,8,0,8,0,8,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2010,THE CHILDREN S CLINIC OF MIAMI COU,0,0,0,1,0,1,1,62,Health Care and Social Assistance,KS,66071,Miami,20121
2010,INNOVATIVE PHYSICAL THERAPY,0,1,0,0,0,1,1,62,Health Care and Social Assistance,KS,67208,Sedgwick,20173
2010,SPECTRUM FAMILY MED CLINIC P A,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67205,Sedgwick,20173
2010,KOCH KNIGHT LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,67220,Sedgwick,20173
2010,E TEK GLOBAL INC,0,0,3,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2010,AGVANTIS INC,1,0,0,0,1,0,1,51,Information,KS,67202,Sedgwick,20173
2010,KOCH SUPPLY & TRADING LP,0,0,3,0,3,0,3,32,Manufacturing,KS,67220,Sedgwick,20173
2010,WICHITA PUBLIC SCHOOLS USD 259,0,0,1,0,1,0,1,61,Educational Services,KS,,,
2010,UNIFIED SCHOOL DISTRICT NO 259 SED,15,0,0,0,15,0,15,61,Educational Services,KS,67202,Sedgwick,20173
2010,ASHLAND HEALTH CENTER,0,1,0,0,0,1,1,62,Health Care and Social Assistance,KS,67831,Clark,20025
2010,USD 475 GEARY COUNTY SCHOOLS,0,0,2,0,2,0,2,61,Educational Services,KS,66441,Geary,20061
2010,CITY OF JUNCTION CITY,1,0,0,0,1,0,1,92,Public Administration,KS,66441,Geary,20061
2010,GEARY COMMUNITY HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66441,Geary,20061
2010,CLAY COUNTY MEDICAL CTR,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67432,Clay,20027
2010,TOPEKA PUBLIC SCHOOLS,1,0,6,0,7,0,7,61,Educational Services,KS,66611,Shawnee,20177
2010,EMPORIA STATE UNIVERSITY,1,0,3,0,4,0,4,61,Educational Services,KS,66801,Lyon,20111
2010,THE UNIV OF KANSAS MED CTR,22,0,18,0,40,0,40,61,Educational Services,KS,,,
2010,STATE OF KANSAS DEPT OF REVENUE,0,0,1,0,1,0,1,56,"Administrative, Support, and Other Services",KS,66612,Shawnee,20177
2010,KANSAS DEPT OF HEALTH & ENVIRONMEN,1,0,0,0,1,0,1,92,Public Administration,KS,66612,Shawnee,20177
2010,WICHITA STATE UNIV,0,0,1,0,1,0,1,61,Educational Services,KS,67208,Sedgwick,20173
2010,WICHITA STATE UNIV,12,0,12,0,24,0,24,61,Educational Services,KS,67260,Sedgwick,20173
2010,WASHBURN UNIV,1,0,0,0,1,0,1,61,Educational Services,KS,66621,Shawnee,20177
2010,KANSAS CITY KANSAS PUBLIC SCHOOLS,0,0,3,0,3,0,3,61,Educational Services,KS,66101,Wyandotte,20209
2010,RANSOM MEMORIAL HOSPITAL,1,0,2,0,3,0,3,62,Health Care and Social Assistance,KS,66067,Franklin,20059
2010,HERINGTON MUNICIPAL HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67449,Dickinson,20041
2010,MINNEOLA DISTRICT HOSP,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67865,Clark,20025
2010,HOSP DIST 1 OF DICKINSON COUNTY,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67410,Dickinson,20041
2010,PITTSBURG STATE UNIVERSITY,4,0,1,0,5,0,5,61,Educational Services,KS,66762,Crawford,20037
2010,CARGOTEC USA INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66067,Franklin,20059
2010,CHILD HEALTH CORP OF AMERICA,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2010,PADCO ADVISORS INC D/B/A SGI,1,0,0,0,1,0,1,52,Finance and Insurance,KS,,,
2010,PADCO ADVISORS INC D/B/A SGI,1,0,0,0,1,0,1,52,Finance and Insurance,KS,,,
2010,AP PREMIER STAFFING INC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2010,APEX GOVERNMENT SOLUTIONS,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,,,
2010,APEX LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66604,Shawnee,20177
2010,SYSTEMAIR MFG INC,1,0,0,0,1,0,1,33,Manufacturing,KS,66215,Johnson,20091
2010,MORRIS COUNTY HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66846,Morris,20127
2010,HOME NATIONAL BANK,0,0,1,0,1,0,1,52,Finance and Insurance,KS,67005,Cowley,20035
2010,BUSHNELL HOLDINGS INC,0,0,2,0,2,0,2,33,Manufacturing,KS,66214,Johnson,20091
2010,JOHN ZINK COMPANY LLC,1,0,2,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,67220,Sedgwick,20173
2010,WILLIAMS FOODS INC,0,0,1,0,1,0,1,31,Manufacturing,KS,66215,Johnson,20091
2010,EURONET WORLDWIDE INC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66211,Johnson,20091
2010,PLATTFORM ADVERTISING INC,1,0,3,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66219,Johnson,20091
2010,GENESIS HEALTH CLUBS,1,0,1,0,2,0,2,71,"Arts, Entertainment, and Recreation",KS,67208,Sedgwick,20173
2010,TDJ NORTH AMERICA LTD,0,2,0,0,0,2,2,33,Manufacturing,KS,66215,Johnson,20091
2010,RURAL HLTH RESOURCES OF JACKSON CO,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66436,Jackson,20085
2010,MIDWEST HOSPITAL SPECIALISTS PA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66211,Johnson,20091
2010,REVOLUTIONARY BUSINESS CONCEPTS,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2010,CHALLENGER SPORTS CORP,0,0,1,0,1,0,1,61,Educational Services,KS,66062,Johnson,20091
2010,CHALLENGER SPORTS CORP,7,5,3,2,10,7,17,61,Educational Services,KS,66214,Johnson,20091
2010,MID CONTINENT INSTRUMENT CO INC,1,0,0,0,1,0,1,33,Manufacturing,KS,67226,Sedgwick,20173
2010,OPTIMIZED PROCESS DESIGNS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67220,Sedgwick,20173
2010,ACADENTAL INC,0,1,0,0,0,1,1,33,Manufacturing,KS,66202,Johnson,20091
2010,AIRBUS N AMERICA ENGINEERING INC,2,0,1,0,3,0,3,33,Manufacturing,KS,67202,Sedgwick,20173
2010,KARATZIS USA LLC,1,0,1,0,2,0,2,32,Manufacturing,KS,67068,Kingman,20095
2010,VBINFOTEK INC,0,1,7,0,7,1,8,54,"Professional, Scientific, and Technical Services",KS,66224,Johnson,20091
2010,USD 111 DONIPHAN WEST SCHOOLS,1,0,0,0,1,0,1,61,Educational Services,KS,66035,Doniphan,20043
2010,STARFIRE ENGINEERING AND TECHNOLOG,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66046,Douglas,20045
2010,BALANCE INNOVATIONS LLC,0,0,1,0,1,0,1,51,Information,KS,66219,Johnson,20091
2010,COMPUTERIZED ASSESSMENTS & LEARNIN,0,0,1,0,1,0,1,61,Educational Services,KS,66044,Douglas,20045
2010,DEMDACO,0,0,1,0,1,0,1,42,Wholesale Trade,KS,66209,Johnson,20091
2010,INVISTA S A R L,1,0,0,0,1,0,1,31,Manufacturing,KS,67220,Sedgwick,20173
2011,SUNFLOWER ELECTRIC POWER CORP,0,0,1,0,1,0,1,22,Utilities,KS,67601,Ellis,20051
2011,THE RODENBURG GROUP INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2011,ICON INTEGRATION AND DESIGN INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,THE STRIDE RITE CORP,1,0,0,0,1,0,1,44,Retail Trade,KS,66607,Shawnee,20177
2011,SEABOARD CORPORATION,0,0,1,0,1,0,1,48,Transportation and Warehousing,KS,66202,Johnson,20091
2011,CAPISTRANO FILMS INC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2011,BE AEROSPACE INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2011,SPECIAL PRODUCT COMPANY,0,0,1,0,1,0,1,33,Manufacturing,KS,66227,Johnson,20091
2011,BAYER HEALTHCARE LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,66216,Johnson,20091
2011,BAYER HEALTHCARE LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,66216,Johnson,20091
2011,LEARJET INC,5,0,7,0,12,0,12,33,Manufacturing,KS,67209,Sedgwick,20173
2011,THE COLEMAN CO INC,1,0,3,0,4,0,4,33,Manufacturing,KS,67219,Sedgwick,20173
2011,FLIGHTSAFETY INTL INC,0,0,1,1,1,1,2,61,Educational Services,KS,67206,Sedgwick,20173
2011,NEURAL TECHNOLOGIES INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2011,KMT WATERJET SYSTEMS INC,1,0,2,0,3,0,3,33,Manufacturing,KS,66713,Cherokee,20021
2011,DECIPHERA PHARMACEUTICALS LLC,1,0,0,0,1,0,1,99,Unknown,KS,66044,Douglas,20045
2011,LINN WILLOW CREEK DIARY LLC,0,1,0,0,0,1,1,11,"Agriculture, Forestry, Fishing and Hunting",KS,66953,Washington,20201
2011,HCONN INC,1,0,3,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2011,HCONN INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2011,IT CONSULTING SERVICES INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66044,Douglas,20045
2011,INEK TECHNOLOGIES LLC,2,0,15,0,17,0,17,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,DYNAMIC IT SOLUTIONS INC,4,0,2,0,6,0,6,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2011,EMBARQ MANAGEMENT COMPANY,0,0,1,0,1,0,1,99,Unknown,KS,66211,Johnson,20091
2011,R TRON AMERICA INC,1,0,0,0,1,0,1,99,Unknown,KS,66211,Johnson,20091
2011,ADVANCED TECHNOLOGY GROUP INC,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,SNSA INC,0,1,0,0,0,1,1,72,Accommodation and Food Services,KS,66214,Johnson,20091
2011,MTW SOLUTIONS LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,DG BUSINESS SOLUTIONS INC,1,2,0,0,1,2,3,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2011,METAPRO USA LLC,1,0,3,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,FUSION GLOBAL SOLUTIONS LLC,0,0,3,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,VIRTUOSO TECHNOLOGIES INC,0,2,0,0,0,2,2,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,VINSOLUTIONS LLC,2,0,0,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2011,RAMSOFT CONSULTING INC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66223,Johnson,20091
2011,VEDAINFO INC,0,0,3,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2011,COMPUTERIZED ASSESSMENTS AND LEARN,1,0,2,0,3,0,3,61,Educational Services,KS,66046,Douglas,20045
2011,BLOT ENGINEERING INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66218,Johnson,20091
2011,VIEGA LLC,0,1,1,0,1,1,2,33,Manufacturing,KS,67202,Sedgwick,20173
2011,ZAVE NETWORKS,0,0,1,0,1,0,1,51,Information,KS,66103,Wyandotte,20209
2011,UNITEDLEX CORPORATION,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,QUALITY TECHNOLOGY SVCS,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2011,EMERGENCY PHYSICIANS OF SALINA LLC,0,0,1,0,1,0,1,56,"Administrative, Support, and Other Services",KS,66210,Johnson,20091
2011,NEXSUN ETHANOL LLC,1,1,0,0,1,1,2,32,Manufacturing,KS,67880,Grant,20067
2011,NUVENTO LLC,7,0,9,0,16,0,16,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2011,CSM BAKERY PRODUCTS NA INC,3,0,0,0,3,0,3,31,Manufacturing,KS,66215,Johnson,20091
2011,KOCH MEMBRANE SYSTEMS INC,0,0,1,0,1,0,1,33,Manufacturing,KS,67220,Sedgwick,20173
2011,GLOBAL SOFT SYSTEMS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2011,LAKHANI COMMERCIAL CORP,1,0,1,0,2,0,2,44,Retail Trade,KS,66111,Wyandotte,20209
2011,PRESBYTERIAN MANORS INC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67208,Sedgwick,20173
2011,DCCCA INC,0,0,1,0,1,0,1,99,Unknown,KS,66047,Douglas,20045
2011,SATYA HOSPITALITY LLC,1,0,0,0,1,0,1,72,Accommodation and Food Services,KS,66441,Geary,20061
2011,FOOD MART MIDWEST LLC,1,0,0,0,1,0,1,44,Retail Trade,KS,67052,Sedgwick,20173
2011,PARK AIRCRAFT TECHNOLOGIES CORP,1,0,1,0,2,0,2,31,Manufacturing,KS,67114,Harvey,20079
2011,CYBERBRAINS INC,11,2,4,0,15,2,17,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2011,CYBERBRAINS INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2011,CYBERBRAINS INC,1,2,0,1,1,3,4,54,"Professional, Scientific, and Technical Services",KS,66223,Johnson,20091
2011,PETROPOWER LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67226,Sedgwick,20173
2011,EATON HYDRAULICS LLC,0,0,1,0,1,0,1,33,Manufacturing,KS,67501,Reno,20155
2011,A & A USA LLC,1,0,0,0,1,0,1,45,Retail Trade,KS,,,
2011,SERENITY THERAPY SERVICES LLC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67218,Sedgwick,20173
2011,BEREXCO LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67206,Sedgwick,20173
2011,ME360 LLC,1,1,0,0,1,1,2,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,DATA MIGRATION RESOURCES INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66224,Johnson,20091
2011,CATAPULT INTL LLC,2,0,0,0,2,0,2,51,Information,KS,66215,Johnson,20091
2011,BATS EXCHANGE INC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66214,Johnson,20091
2011,ENGINEERED AIR,1,0,0,0,1,0,1,33,Manufacturing,KS,66018,Johnson,20091
2011,EATON CORP,0,0,1,0,1,0,1,33,Manufacturing,KS,67501,Reno,20155
2011,WASABI JAPANESE RESTAURANT CORP,0,1,0,0,0,1,1,72,Accommodation and Food Services,KS,67202,Sedgwick,20173
2011,M E C CO,1,0,0,0,1,0,1,33,Manufacturing,KS,66757,Wilson,20205
2011,COMPASS MINERALS INTL INC,1,0,0,0,1,0,1,99,Unknown,KS,66210,Johnson,20091
2011,LGC GROUP INC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66210,Johnson,20091
2011,TERRACON CONSULTANTS INC,2,0,9,0,11,0,11,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2011,BRR ARCHITECTURE INC,0,0,3,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2011,DANISCO USA INC,1,0,1,0,2,0,2,31,Manufacturing,KS,66031,Johnson,20091
2011,DATA SYSTEMS INTL,2,0,5,0,7,0,7,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,HENDERSON ENGINEERS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66214,Johnson,20091
2011,CESSNA AIRCRAFT COMPANY,3,0,10,0,13,0,13,33,Manufacturing,KS,67215,Sedgwick,20173
2011,BLACK & VEATCH SPECIAL PROJECTS CO,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,KUSTOM SIGNALS INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66720,Neosho,20133
2011,THALES ATM INC,0,0,2,0,2,0,2,33,Manufacturing,KS,66227,Johnson,20091
2011,CBIZ M&S CONSULTING SERVICES LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,BLACK & VEATCH CORP,1,0,1,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,BLACK & VEATCH CORPORATION,2,0,26,0,28,0,28,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,OBJECT TECH SOLUTIONS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,OBJECT TECH SOLUTIONS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2011,OBJECT TECHNOLOGY SOLUTIONS INC,9,0,24,2,33,2,35,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2011,FLX LLC,0,0,1,0,1,0,1,72,Accommodation and Food Services,KS,66614,Shawnee,20177
2011,STRENUUS LLC,0,0,1,0,1,0,1,51,Information,KS,66211,Johnson,20091
2011,GATEWAY SOLUTIONS INC,2,0,8,0,10,0,10,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2011,HARCROS CHEMICALS INC,1,0,0,0,1,0,1,42,Wholesale Trade,KS,66106,Wyandotte,20209
2011,KANSAS CITY VAMC D/B/A VA EASTERN,0,0,2,0,2,0,2,62,Health Care and Social Assistance,KS,66048,Leavenworth,20103
2011,VA EASTERN KANSAS HEALTH CARE SYST,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66622,Shawnee,20177
2011,AMERICAN ACAD OF FAMILY PHYSICIANS,1,0,0,0,1,0,1,81,Other Services,KS,66211,Johnson,20091
2011,OVERLAND SOLUTIONS INC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66210,Johnson,20091
2011,ETHANOL PRODUCTS LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,67226,Sedgwick,20173
2011,GENERAL TECHNOLOGIES A SVCS & PROD,0,0,2,0,2,0,2,42,Wholesale Trade,KS,66223,Johnson,20091
2011,EMERICON LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2011,DILLONS COMPANY INC,0,0,1,0,1,0,1,44,Retail Trade,KS,,,
2011,SPRINT NEXTEL CORPORATION,10,0,43,0,53,0,53,54,"Professional, Scientific, and Technical Services",KS,,,
2011,MGP INGREDIENTS INC,1,0,0,0,1,0,1,99,Unknown,KS,66002,Atchison,20005
2011,ST CATHERINE HOSPITAL,2,0,3,0,5,0,5,62,Health Care and Social Assistance,KS,67846,Finney,20055
2011,CENTRAL KANSAS MEDICAL CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67530,Barton,20009
2011,STERLING COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67579,Rice,20159
2011,BETHANY COLLEGE,2,0,0,0,2,0,2,61,Educational Services,KS,67456,McPherson,20113
2011,OTTAWA UNIV,0,0,1,0,1,0,1,61,Educational Services,KS,66067,Franklin,20059
2011,VIA CHRISTI HOSPITAL PITTSBURG IN,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66762,Crawford,20037
2011,BETHEL COLLEGE,1,0,0,0,1,0,1,61,Educational Services,KS,67117,Harvey,20079
2011,STORMONT VAIL HEALTHCARE,2,0,2,0,4,0,4,62,Health Care and Social Assistance,KS,66604,Shawnee,20177
2011,ST FRANCIS HEALTH CENTER INC,6,0,1,0,7,0,7,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2011,ST JOHN S MILITARY SCHOOL,1,0,0,0,1,0,1,61,Educational Services,KS,,,
2011,MAUR HILL MOUNT ACADEMY,0,0,1,0,1,0,1,61,Educational Services,KS,66002,Atchison,20005
2011,HAYS MEDICAL CTR INC,4,0,1,0,5,0,5,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2011,FED HOME LOAN BANK OF TOPEKA,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66606,Shawnee,20177
2011,MEDICINE LODGE MEMORIAL HOSPITAL,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67104,Barber,20007
2011,NESS COUNTY HOSPITAL DISTRICT,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67560,Ness,20135
2011,GREENWOOD COUNTY HOSPITAL,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67045,Greenwood,20073
2011,DONNELLY COLLEGE,0,1,0,0,0,1,1,61,Educational Services,KS,66102,Wyandotte,20209
2011,COMMUNITY MEMORIAL HEALTHCARE INC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66508,Marshall,20117
2011,WILKO PAINT INC,0,0,1,0,1,0,1,32,Manufacturing,KS,67220,Sedgwick,20173
2011,PRAIRIE VIEW INC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67114,Harvey,20079
2011,PAYLESS SHOESOURCE INC,4,0,5,0,9,0,9,44,Retail Trade,KS,66607,Shawnee,20177
2011,PAYLESS SHOESOURCE INC,3,0,0,0,3,0,3,99,Unknown,KS,66607,Shawnee,20177
2011,SOUTH CENTRAL MENTAL HEALTH COUNSE,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67010,Butler,20015
2011,HIGH PLAINS MENTAL HEALTH CTR,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2011,MANHATTAN OGDEN SCHOOL DISTRICT,0,0,1,0,1,0,1,61,Educational Services,KS,66502,Riley,20161
